event_id,session_id,customer_id,event_type,event_time,device,variant
4885,2408,1450,view_product,2025-03-04 09:56:21,mobile,
4886,2409,113,visit,2025-03-04 10:31:02,mobile,
4887,2409,113,view_product,2025-03-04 10:39:02,mobile,
4888,2409,113,add_to_cart,2025-03-04 10:42:46,mobile,
4889,2409,113,checkout,2025-03-04 10:47:14,mobile,
4890,2409,113,purchase,2025-03-04 10:48:57,mobile,
4891,2410,1241,visit,2025-03-04 03:46:07,desktop,
4892,2411,503,visit,2025-03-04 06:25:48,desktop,
4893,2412,,visit,2025-03-04 09:54:29,mobile,
4894,2413,,visit,2025-03-04 11:37:49,mobile,
4895,2413,,view_product,2025-03-04 11:40:04,mobile,
4896,2414,928,visit,2025-03-04 11:04:32,mobile,
4897,2414,928,view_product,2025-03-04 11:11:54,mobile,
4898,2414,928,add_to_cart,2025-03-04 11:17:37,mobile,
4899,2414,928,checkout,2025-03-04 11:22:06,mobile,
4900,2414,928,purchase,2025-03-04 11:26:46,mobile,
4901,2415,,visit,2025-03-04 19:25:28,mobile,
4902,2415,,view_product,2025-03-04 19:28:29,mobile,
4903,2415,,add_to_cart,2025-03-04 19:37:12,mobile,
4904,2416,,visit,2025-03-04 16:53:27,desktop,
4905,2416,,view_product,2025-03-04 16:56:19,desktop,
4906,2417,1100,visit,2025-03-04 02:43:33,mobile,
4907,2417,1100,view_product,2025-03-04 02:45:02,mobile,
4908,2418,53,visit,2025-03-04 08:32:07,desktop,
4909,2419,90,visit,2025-03-04 19:20:41,desktop,
4910,2419,90,view_product,2025-03-04 19:25:52,desktop,
4911,2420,988,visit,2025-03-04 15:39:19,desktop,
4912,2421,825,visit,2025-03-04 11:00:44,mobile,
4913,2421,825,view_product,2025-03-04 11:01:29,mobile,
4914,2421,825,add_to_cart,2025-03-04 11:08:40,mobile,
4915,2422,,visit,2025-03-04 08:45:53,desktop,
4916,2422,,view_product,2025-03-04 08:49:27,desktop,
4917,2423,,visit,2025-03-04 12:57:57,desktop,
4918,2423,,view_product,2025-03-04 13:03:47,desktop,
4919,2424,613,visit,2025-03-04 20:22:51,mobile,
4920,2425,693,visit,2025-03-04 21:46:30,mobile,
4921,2425,693,view_product,2025-03-04 21:52:40,mobile,
4922,2426,,visit,2025-03-04 22:37:44,mobile,
4923,2427,381,visit,2025-03-04 14:11:00,mobile,
4924,2428,,visit,2025-03-04 01:05:55,mobile,
4925,2428,,view_product,2025-03-04 01:06:49,mobile,
4926,2428,,add_to_cart,2025-03-04 01:15:41,mobile,
4927,2429,310,visit,2025-03-04 10:47:29,desktop,
4928,2429,310,view_product,2025-03-04 10:48:09,desktop,
4929,2430,,visit,2025-03-04 02:15:44,desktop,
4930,2430,,view_product,2025-03-04 02:20:19,desktop,
4931,2431,,visit,2025-03-04 09:56:13,mobile,
4932,2431,,view_product,2025-03-04 09:59:30,mobile,
4933,2431,,add_to_cart,2025-03-04 10:00:43,mobile,
4934,2432,790,visit,2025-03-04 08:04:16,mobile,
4935,2432,790,view_product,2025-03-04 08:05:35,mobile,
4936,2432,790,add_to_cart,2025-03-04 08:12:55,mobile,
4937,2432,790,checkout,2025-03-04 08:19:59,mobile,
4938,2432,790,purchase,2025-03-04 08:23:40,mobile,
4939,2433,,visit,2025-03-04 08:38:18,mobile,
4940,2433,,view_product,2025-03-04 08:41:22,mobile,
4941,2433,,add_to_cart,2025-03-04 08:43:06,mobile,
4942,2433,,checkout,2025-03-04 08:53:04,mobile,
4943,2433,,purchase,2025-03-04 09:00:04,mobile,
4944,2434,1561,visit,2025-03-04 15:38:18,desktop,
4945,2435,,visit,2025-03-04 18:58:47,mobile,
4946,2436,1537,visit,2025-03-04 10:50:43,mobile,
4947,2437,1041,visit,2025-03-04 05:44:03,desktop,
4948,2437,1041,view_product,2025-03-04 05:51:29,desktop,
4949,2438,,visit,2025-03-04 00:03:15,mobile,
4950,2439,658,visit,2025-03-04 00:18:19,mobile,
4951,2439,658,view_product,2025-03-04 00:27:57,mobile,
4952,2440,479,visit,2025-03-04 20:46:55,mobile,
4953,2441,138,visit,2025-03-04 00:19:01,mobile,
4954,2442,1373,visit,2025-03-04 00:30:16,desktop,
4955,2443,,visit,2025-03-04 03:31:59,desktop,
4956,2444,1552,visit,2025-03-04 06:35:51,mobile,
4957,2444,1552,view_product,2025-03-04 06:44:14,mobile,
4958,2445,,visit,2025-03-04 14:17:22,desktop,
4959,2446,135,visit,2025-03-04 03:52:59,mobile,
4960,2446,135,view_product,2025-03-04 04:02:31,mobile,
4961,2447,,visit,2025-03-04 19:54:25,mobile,
4962,2448,792,visit,2025-03-05 04:56:54,mobile,
4963,2449,,visit,2025-03-05 12:31:32,mobile,
4964,2449,,view_product,2025-03-05 12:35:57,mobile,
4965,2449,,add_to_cart,2025-03-05 12:40:15,mobile,
4966,2450,,visit,2025-03-05 19:39:52,mobile,
4967,2450,,view_product,2025-03-05 19:47:44,mobile,
4968,2451,1166,visit,2025-03-05 19:59:03,desktop,
4969,2451,1166,view_product,2025-03-05 20:00:40,desktop,
4970,2452,1552,visit,2025-03-05 13:34:18,mobile,
4971,2452,1552,view_product,2025-03-05 13:35:50,mobile,
4972,2453,,visit,2025-03-05 22:31:57,mobile,
4973,2453,,view_product,2025-03-05 22:38:45,mobile,
4974,2454,1645,visit,2025-03-05 09:49:52,mobile,
4975,2455,,visit,2025-03-05 05:05:08,mobile,
4976,2456,,visit,2025-03-05 11:56:28,mobile,
4977,2456,,view_product,2025-03-05 12:06:17,mobile,
4978,2456,,add_to_cart,2025-03-05 12:11:37,mobile,
4979,2456,,checkout,2025-03-05 12:19:45,mobile,
4980,2456,,purchase,2025-03-05 12:22:48,mobile,
4981,2457,,visit,2025-03-05 21:32:06,desktop,
4982,2457,,view_product,2025-03-05 21:34:10,desktop,
4983,2457,,add_to_cart,2025-03-05 21:41:57,desktop,
4984,2458,,visit,2025-03-05 16:55:07,desktop,
4985,2458,,view_product,2025-03-05 16:57:32,desktop,
4986,2459,230,visit,2025-03-05 09:38:06,mobile,
4987,2459,230,view_product,2025-03-05 09:44:11,mobile,
4988,2459,230,add_to_cart,2025-03-05 09:53:58,mobile,
4989,2460,,visit,2025-03-05 19:06:40,mobile,
4990,2461,,visit,2025-03-05 05:37:13,mobile,
4991,2461,,view_product,2025-03-05 05:41:53,mobile,
4992,2461,,add_to_cart,2025-03-05 05:46:12,mobile,
4993,2462,,visit,2025-03-05 02:32:15,desktop,
4994,2463,183,visit,2025-03-05 22:31:55,desktop,
4995,2463,183,view_product,2025-03-05 22:34:56,desktop,
4996,2464,1668,visit,2025-03-05 10:34:10,mobile,
4997,2465,1212,visit,2025-03-05 07:38:10,mobile,
4998,2466,118,visit,2025-03-05 01:26:29,desktop,
4999,2467,1434,visit,2025-03-05 10:26:28,desktop,
5000,2467,1434,view_product,2025-03-05 10:30:09,desktop,
5001,2468,372,visit,2025-03-05 08:51:59,desktop,
5002,2469,765,visit,2025-03-05 18:11:26,mobile,
5003,2469,765,view_product,2025-03-05 18:16:18,mobile,
5004,2469,765,add_to_cart,2025-03-05 18:19:58,mobile,
5005,2469,765,checkout,2025-03-05 18:27:30,mobile,
5006,2470,122,visit,2025-03-05 00:52:24,desktop,
5007,2470,122,view_product,2025-03-05 00:59:47,desktop,
5008,2471,,visit,2025-03-05 05:14:41,mobile,
5009,2472,1395,visit,2025-03-05 15:37:19,desktop,
5010,2472,1395,view_product,2025-03-05 15:39:05,desktop,
5011,2472,1395,add_to_cart,2025-03-05 15:47:12,desktop,
5012,2472,1395,checkout,2025-03-05 15:49:23,desktop,
5013,2472,1395,purchase,2025-03-05 15:55:44,desktop,
5014,2473,1291,visit,2025-03-05 13:55:37,mobile,
5015,2473,1291,view_product,2025-03-05 14:03:25,mobile,
5016,2474,,visit,2025-03-05 05:33:00,mobile,
5017,2475,904,visit,2025-03-05 19:22:35,mobile,
5018,2476,794,visit,2025-03-05 20:31:29,mobile,
5019,2477,,visit,2025-03-05 02:05:33,mobile,
5020,2477,,view_product,2025-03-05 02:15:17,mobile,
5021,2478,1530,visit,2025-03-05 08:51:54,mobile,
5022,2479,1636,visit,2025-03-05 09:08:34,mobile,
5023,2480,177,visit,2025-03-05 09:06:18,mobile,
5024,2481,1466,visit,2025-03-05 11:16:46,mobile,
5025,2481,1466,view_product,2025-03-05 11:19:25,mobile,
5026,2481,1466,add_to_cart,2025-03-05 11:22:15,mobile,
5027,2482,,visit,2025-03-05 11:53:52,mobile,
5028,2482,,view_product,2025-03-05 12:02:44,mobile,
5029,2482,,add_to_cart,2025-03-05 12:11:50,mobile,
5030,2483,1264,visit,2025-03-05 09:25:52,mobile,
5031,2483,1264,view_product,2025-03-05 09:33:27,mobile,
5032,2484,62,visit,2025-03-05 01:01:08,mobile,
5033,2485,,visit,2025-03-05 16:13:54,mobile,
5034,2485,,view_product,2025-03-05 16:19:04,mobile,
5035,2486,1380,visit,2025-03-05 01:19:55,mobile,
5036,2486,1380,view_product,2025-03-05 01:26:05,mobile,
5037,2487,,visit,2025-03-05 06:28:55,desktop,
5038,2488,,visit,2025-03-05 00:07:38,mobile,
5039,2488,,view_product,2025-03-05 00:09:40,mobile,
5040,2489,1477,visit,2025-03-05 20:50:17,mobile,
5041,2489,1477,view_product,2025-03-05 20:50:58,mobile,
5042,2490,,visit,2025-03-05 14:19:08,mobile,
5043,2490,,view_product,2025-03-05 14:23:39,mobile,
5044,2491,265,visit,2025-03-06 07:08:11,mobile,
5045,2491,265,view_product,2025-03-06 07:11:23,mobile,
5046,2491,265,add_to_cart,2025-03-06 07:20:50,mobile,
5047,2491,265,checkout,2025-03-06 07:25:34,mobile,
5048,2492,651,visit,2025-03-06 16:59:47,desktop,
5049,2493,1694,visit,2025-03-06 20:46:56,mobile,
5050,2493,1694,view_product,2025-03-06 20:55:13,mobile,
5051,2494,235,visit,2025-03-06 20:59:17,mobile,
5052,2494,235,view_product,2025-03-06 21:03:31,mobile,
5053,2495,48,visit,2025-03-06 13:22:26,desktop,
5054,2496,1462,visit,2025-03-06 01:32:41,mobile,
5055,2497,1805,visit,2025-03-06 14:40:43,mobile,
5056,2497,1805,view_product,2025-03-06 14:50:06,mobile,
5057,2498,,visit,2025-03-06 10:51:26,desktop,
5058,2498,,view_product,2025-03-06 10:59:59,desktop,
5059,2499,1382,visit,2025-03-06 19:09:33,mobile,
5060,2499,1382,view_product,2025-03-06 19:15:10,mobile,
5061,2500,592,visit,2025-03-06 02:49:55,mobile,
5062,2500,592,view_product,2025-03-06 02:53:39,mobile,
5063,2501,1422,visit,2025-03-06 10:40:20,mobile,
5064,2502,1687,visit,2025-03-06 16:37:24,desktop,
5065,2502,1687,view_product,2025-03-06 16:44:29,desktop,
5066,2503,711,visit,2025-03-06 05:20:33,mobile,
5067,2503,711,view_product,2025-03-06 05:20:39,mobile,
5068,2504,1247,visit,2025-03-06 19:56:35,desktop,
5069,2504,1247,view_product,2025-03-06 19:57:40,desktop,
5070,2504,1247,add_to_cart,2025-03-06 20:02:26,desktop,
5071,2505,1400,visit,2025-03-06 21:34:09,mobile,
5072,2505,1400,view_product,2025-03-06 21:37:54,mobile,
5073,2505,1400,add_to_cart,2025-03-06 21:44:40,mobile,
5074,2505,1400,checkout,2025-03-06 21:49:46,mobile,
5075,2506,,visit,2025-03-06 06:19:26,mobile,
5076,2507,278,visit,2025-03-06 21:55:12,mobile,
5077,2507,278,view_product,2025-03-06 22:03:11,mobile,
5078,2507,278,add_to_cart,2025-03-06 22:09:44,mobile,
5079,2508,,visit,2025-03-06 12:20:29,desktop,
5080,2509,218,visit,2025-03-06 10:24:20,desktop,
5081,2509,218,view_product,2025-03-06 10:34:08,desktop,
5082,2510,688,visit,2025-03-06 14:19:41,mobile,
5083,2510,688,view_product,2025-03-06 14:28:46,mobile,
5084,2510,688,add_to_cart,2025-03-06 14:38:35,mobile,
5085,2511,999,visit,2025-03-06 05:30:08,mobile,
5086,2511,999,view_product,2025-03-06 05:33:50,mobile,
5087,2511,999,add_to_cart,2025-03-06 05:41:13,mobile,
5088,2511,999,checkout,2025-03-06 05:47:14,mobile,
5089,2512,904,visit,2025-03-06 03:49:14,mobile,
5090,2513,1482,visit,2025-03-06 00:54:46,mobile,
5091,2514,1198,visit,2025-03-06 09:56:08,desktop,
5092,2515,,visit,2025-03-06 10:34:35,desktop,
5093,2515,,view_product,2025-03-06 10:42:43,desktop,
5094,2516,,visit,2025-03-06 01:34:08,mobile,
5095,2516,,view_product,2025-03-06 01:43:32,mobile,
5096,2517,1128,visit,2025-03-06 11:54:10,desktop,
5097,2518,1053,visit,2025-03-06 22:08:27,mobile,
5098,2518,1053,view_product,2025-03-06 22:17:01,mobile,
5099,2519,,visit,2025-03-06 13:07:19,mobile,
5100,2520,902,visit,2025-03-06 05:37:41,mobile,
5101,2521,,visit,2025-03-06 06:13:27,mobile,
5102,2521,,view_product,2025-03-06 06:19:05,mobile,
5103,2522,457,visit,2025-03-06 01:06:24,desktop,
5104,2522,457,view_product,2025-03-06 01:11:30,desktop,
5105,2523,,visit,2025-03-06 03:16:05,mobile,
5106,2523,,view_product,2025-03-06 03:23:57,mobile,
5107,2523,,add_to_cart,2025-03-06 03:33:45,mobile,
5108,2524,,visit,2025-03-06 02:10:13,mobile,
5109,2524,,view_product,2025-03-06 02:12:38,mobile,
5110,2525,1716,visit,2025-03-06 19:30:13,mobile,
5111,2525,1716,view_product,2025-03-06 19:33:43,mobile,
5112,2526,,visit,2025-03-06 14:47:41,mobile,
5113,2526,,view_product,2025-03-06 14:55:45,mobile,
5114,2527,705,visit,2025-03-06 00:39:27,mobile,
5115,2527,705,view_product,2025-03-06 00:48:25,mobile,
5116,2528,1718,visit,2025-03-06 04:11:53,desktop,
5117,2528,1718,view_product,2025-03-06 04:12:29,desktop,
5118,2528,1718,add_to_cart,2025-03-06 04:19:50,desktop,
5119,2528,1718,checkout,2025-03-06 04:25:21,desktop,
5120,2528,1718,purchase,2025-03-06 04:28:44,desktop,
5121,2529,291,visit,2025-03-07 10:45:12,mobile,
5122,2529,291,view_product,2025-03-07 10:46:12,mobile,
5123,2529,291,add_to_cart,2025-03-07 10:48:00,mobile,
5124,2530,,visit,2025-03-07 08:45:57,desktop,
5125,2531,,visit,2025-03-07 21:39:49,mobile,
5126,2531,,view_product,2025-03-07 21:46:59,mobile,
5127,2532,587,visit,2025-03-07 23:58:58,desktop,
5128,2532,587,view_product,2025-03-08 00:01:16,desktop,
5129,2532,587,add_to_cart,2025-03-08 00:05:06,desktop,
5130,2532,587,checkout,2025-03-08 00:07:34,desktop,
5131,2532,587,purchase,2025-03-08 00:11:34,desktop,
5132,2533,994,visit,2025-03-07 11:38:43,mobile,
5133,2534,388,visit,2025-03-07 05:27:38,mobile,
5134,2534,388,view_product,2025-03-07 05:32:15,mobile,
5135,2534,388,add_to_cart,2025-03-07 05:37:15,mobile,
5136,2534,388,checkout,2025-03-07 05:44:22,mobile,
5137,2534,388,purchase,2025-03-07 05:52:20,mobile,
5138,2535,385,visit,2025-03-07 08:17:00,mobile,
5139,2535,385,view_product,2025-03-07 08:18:21,mobile,
5140,2536,1661,visit,2025-03-07 07:26:58,desktop,
5141,2537,,visit,2025-03-07 17:30:22,mobile,
5142,2538,,visit,2025-03-07 19:15:07,mobile,
5143,2539,,visit,2025-03-07 13:01:19,mobile,
5144,2540,,visit,2025-03-07 01:58:55,mobile,
5145,2540,,view_product,2025-03-07 02:01:40,mobile,
5146,2541,63,visit,2025-03-07 09:33:43,mobile,
5147,2541,63,view_product,2025-03-07 09:34:42,mobile,
5148,2541,63,add_to_cart,2025-03-07 09:38:03,mobile,
5149,2542,1175,visit,2025-03-07 17:43:15,desktop,
5150,2542,1175,view_product,2025-03-07 17:51:20,desktop,
5151,2543,1593,visit,2025-03-07 13:18:03,mobile,
5152,2543,1593,view_product,2025-03-07 13:18:35,mobile,
5153,2544,,visit,2025-03-07 12:59:36,mobile,
5154,2545,,visit,2025-03-07 06:32:34,mobile,
5155,2546,1832,visit,2025-03-07 06:33:34,mobile,
5156,2547,,visit,2025-03-07 02:10:42,mobile,
5157,2547,,view_product,2025-03-07 02:19:45,mobile,
5158,2548,1249,visit,2025-03-07 19:12:42,mobile,
5159,2549,,visit,2025-03-07 23:38:25,mobile,
5160,2550,178,visit,2025-03-07 14:13:10,mobile,
5161,2550,178,view_product,2025-03-07 14:15:54,mobile,
5162,2551,1579,visit,2025-03-07 20:07:18,mobile,
5163,2552,,visit,2025-03-07 01:08:32,desktop,
5164,2552,,view_product,2025-03-07 01:15:45,desktop,
5165,2553,608,visit,2025-03-07 19:30:22,mobile,
5166,2554,1518,visit,2025-03-07 02:11:06,mobile,
5167,2554,1518,view_product,2025-03-07 02:12:26,mobile,
5168,2554,1518,add_to_cart,2025-03-07 02:18:00,mobile,
5169,2554,1518,checkout,2025-03-07 02:19:04,mobile,
5170,2554,1518,purchase,2025-03-07 02:24:37,mobile,
5171,2555,29,visit,2025-03-07 10:02:35,mobile,
5172,2556,1694,visit,2025-03-07 08:54:43,mobile,
5173,2557,,visit,2025-03-07 18:37:34,mobile,
5174,2558,308,visit,2025-03-07 13:25:17,desktop,
5175,2559,179,visit,2025-03-07 22:25:04,mobile,
5176,2559,179,view_product,2025-03-07 22:25:37,mobile,
5177,2560,,visit,2025-03-07 17:59:41,desktop,
5178,2560,,view_product,2025-03-07 18:05:47,desktop,
5179,2561,,visit,2025-03-07 18:28:40,mobile,
5180,2562,30,visit,2025-03-07 20:31:17,mobile,
5181,2562,30,view_product,2025-03-07 20:32:29,mobile,
5182,2563,1088,visit,2025-03-07 13:18:32,desktop,
5183,2564,,visit,2025-03-07 17:43:42,desktop,
5184,2564,,view_product,2025-03-07 17:51:58,desktop,
5185,2565,1813,visit,2025-03-07 13:04:59,mobile,
5186,2565,1813,view_product,2025-03-07 13:10:13,mobile,
5187,2566,,visit,2025-03-07 00:44:29,mobile,
5188,2567,,visit,2025-03-07 14:41:26,mobile,
5189,2567,,view_product,2025-03-07 14:43:15,mobile,
5190,2568,,visit,2025-03-07 01:41:48,desktop,
5191,2568,,view_product,2025-03-07 01:42:41,desktop,
5192,2569,,visit,2025-03-07 01:29:43,mobile,
5193,2569,,view_product,2025-03-07 01:38:26,mobile,
5194,2570,385,visit,2025-03-07 13:48:26,desktop,
5195,2570,385,view_product,2025-03-07 13:54:51,desktop,
5196,2571,,visit,2025-03-08 07:55:28,mobile,
5197,2572,,visit,2025-03-08 01:24:16,mobile,
5198,2572,,view_product,2025-03-08 01:25:43,mobile,
5199,2573,1192,visit,2025-03-08 21:33:50,mobile,
5200,2574,,visit,2025-03-08 07:17:28,desktop,
5201,2575,1732,visit,2025-03-08 01:19:44,mobile,
5202,2576,,visit,2025-03-08 21:37:39,mobile,
5203,2577,288,visit,2025-03-08 23:44:40,mobile,
5204,2577,288,view_product,2025-03-08 23:45:50,mobile,
5205,2577,288,add_to_cart,2025-03-08 23:46:48,mobile,
5206,2577,288,checkout,2025-03-08 23:54:17,mobile,
5207,2578,1507,visit,2025-03-08 12:27:05,mobile,
5208,2578,1507,view_product,2025-03-08 12:35:50,mobile,
5209,2579,131,visit,2025-03-08 06:33:16,desktop,
5210,2580,1035,visit,2025-03-08 08:29:04,mobile,
5211,2580,1035,view_product,2025-03-08 08:31:44,mobile,
5212,2581,1012,visit,2025-03-08 00:55:13,mobile,
5213,2581,1012,view_product,2025-03-08 00:55:29,mobile,
5214,2582,774,visit,2025-03-08 02:19:45,desktop,
5215,2583,1569,visit,2025-03-08 04:35:59,mobile,
5216,2584,475,visit,2025-03-08 18:54:34,mobile,
5217,2584,475,view_product,2025-03-08 19:00:44,mobile,
5218,2585,758,visit,2025-03-08 06:29:46,mobile,
5219,2585,758,view_product,2025-03-08 06:31:07,mobile,
5220,2586,514,visit,2025-03-08 07:10:34,desktop,
5221,2587,1189,visit,2025-03-08 12:28:37,desktop,
5222,2587,1189,view_product,2025-03-08 12:29:39,desktop,
5223,2587,1189,add_to_cart,2025-03-08 12:30:07,desktop,
5224,2587,1189,checkout,2025-03-08 12:33:10,desktop,
5225,2587,1189,purchase,2025-03-08 12:36:02,desktop,
5226,2588,870,visit,2025-03-08 22:35:40,desktop,
5227,2589,,visit,2025-03-08 00:22:43,desktop,
5228,2589,,view_product,2025-03-08 00:25:39,desktop,
5229,2590,,visit,2025-03-08 07:00:04,desktop,
5230,2590,,view_product,2025-03-08 07:03:48,desktop,
5231,2590,,add_to_cart,2025-03-08 07:09:47,desktop,
5232,2591,,visit,2025-03-08 19:43:39,mobile,
5233,2591,,view_product,2025-03-08 19:48:51,mobile,
5234,2591,,add_to_cart,2025-03-08 19:50:04,mobile,
5235,2591,,checkout,2025-03-08 19:51:25,mobile,
5236,2592,1058,visit,2025-03-08 14:00:37,mobile,
5237,2593,,visit,2025-03-08 07:23:54,desktop,
5238,2594,,visit,2025-03-08 15:50:47,mobile,
5239,2595,,visit,2025-03-08 20:24:43,mobile,
5240,2595,,view_product,2025-03-08 20:28:47,mobile,
5241,2595,,add_to_cart,2025-03-08 20:29:38,mobile,
5242,2595,,checkout,2025-03-08 20:36:45,mobile,
5243,2595,,purchase,2025-03-08 20:39:54,mobile,
5244,2596,,visit,2025-03-08 01:30:38,desktop,
5245,2597,,visit,2025-03-08 13:27:57,mobile,
5246,2598,1219,visit,2025-03-08 14:46:35,mobile,
5247,2598,1219,view_product,2025-03-08 14:49:34,mobile,
5248,2598,1219,add_to_cart,2025-03-08 14:49:53,mobile,
5249,2598,1219,checkout,2025-03-08 14:53:40,mobile,
5250,2598,1219,purchase,2025-03-08 15:02:55,mobile,
5251,2599,1227,visit,2025-03-08 20:35:59,mobile,
5252,2599,1227,view_product,2025-03-08 20:44:56,mobile,
5253,2600,309,visit,2025-03-08 19:38:18,mobile,
5254,2601,,visit,2025-03-08 02:01:20,mobile,
5255,2601,,view_product,2025-03-08 02:08:45,mobile,
5256,2602,256,visit,2025-03-08 08:57:27,mobile,
5257,2603,,visit,2025-03-09 12:37:57,desktop,
5258,2603,,view_product,2025-03-09 12:40:28,desktop,
5259,2603,,add_to_cart,2025-03-09 12:49:36,desktop,
5260,2604,,visit,2025-03-09 20:05:29,desktop,
5261,2604,,view_product,2025-03-09 20:14:14,desktop,
5262,2604,,add_to_cart,2025-03-09 20:17:03,desktop,
5263,2604,,checkout,2025-03-09 20:24:38,desktop,
5264,2605,910,visit,2025-03-09 00:42:03,mobile,
5265,2606,655,visit,2025-03-09 23:54:48,mobile,
5266,2607,982,visit,2025-03-09 03:49:09,desktop,
5267,2608,950,visit,2025-03-09 22:53:41,mobile,
5268,2609,245,visit,2025-03-09 05:31:31,desktop,
5269,2609,245,view_product,2025-03-09 05:33:28,desktop,
5270,2609,245,add_to_cart,2025-03-09 05:40:02,desktop,
5271,2609,245,checkout,2025-03-09 05:44:34,desktop,
5272,2609,245,purchase,2025-03-09 05:50:29,desktop,
5273,2610,,visit,2025-03-09 11:40:03,mobile,
5274,2610,,view_product,2025-03-09 11:47:37,mobile,
5275,2610,,add_to_cart,2025-03-09 11:50:02,mobile,
5276,2610,,checkout,2025-03-09 11:58:27,mobile,
5277,2611,,visit,2025-03-09 01:02:16,mobile,
5278,2612,1470,visit,2025-03-09 16:49:23,desktop,
5279,2613,,visit,2025-03-09 22:23:49,desktop,
5280,2613,,view_product,2025-03-09 22:23:55,desktop,
5281,2614,,visit,2025-03-09 04:11:16,mobile,
5282,2615,35,visit,2025-03-09 11:12:54,mobile,
5283,2615,35,view_product,2025-03-09 11:19:04,mobile,
5284,2616,973,visit,2025-03-09 09:15:53,mobile,
5285,2617,1528,visit,2025-03-09 08:58:01,mobile,
5286,2617,1528,view_product,2025-03-09 09:04:30,mobile,
5287,2618,59,visit,2025-03-09 16:54:45,desktop,
5288,2618,59,view_product,2025-03-09 16:58:29,desktop,
5289,2619,1119,visit,2025-03-09 18:16:53,desktop,
5290,2619,1119,view_product,2025-03-09 18:17:23,desktop,
5291,2620,1673,visit,2025-03-09 01:36:55,desktop,
5292,2620,1673,view_product,2025-03-09 01:43:17,desktop,
5293,2621,,visit,2025-03-09 18:36:03,desktop,
5294,2622,1772,visit,2025-03-09 18:50:47,mobile,
5295,2622,1772,view_product,2025-03-09 18:53:32,mobile,
5296,2622,1772,add_to_cart,2025-03-09 19:03:04,mobile,
5297,2623,1273,visit,2025-03-09 22:10:34,mobile,
5298,2624,1557,visit,2025-03-09 05:06:12,mobile,
5299,2625,525,visit,2025-03-09 17:39:53,mobile,
5300,2625,525,view_product,2025-03-09 17:45:53,mobile,
5301,2625,525,add_to_cart,2025-03-09 17:47:29,mobile,
5302,2625,525,checkout,2025-03-09 17:47:39,mobile,
5303,2626,,visit,2025-03-09 19:22:24,desktop,
5304,2627,1412,visit,2025-03-09 05:25:54,desktop,
5305,2627,1412,view_product,2025-03-09 05:29:13,desktop,
5306,2627,1412,add_to_cart,2025-03-09 05:30:07,desktop,
5307,2627,1412,checkout,2025-03-09 05:31:08,desktop,
5308,2627,1412,purchase,2025-03-09 05:41:00,desktop,
5309,2628,1363,visit,2025-03-09 20:09:09,mobile,
5310,2628,1363,view_product,2025-03-09 20:09:37,mobile,
5311,2628,1363,add_to_cart,2025-03-09 20:10:44,mobile,
5312,2629,203,visit,2025-03-09 04:58:26,desktop,
5313,2629,203,view_product,2025-03-09 05:02:52,desktop,
5314,2630,,visit,2025-03-09 12:06:00,mobile,
5315,2630,,view_product,2025-03-09 12:13:00,mobile,
5316,2630,,add_to_cart,2025-03-09 12:18:34,mobile,
5317,2631,,visit,2025-03-09 05:15:23,mobile,
5318,2631,,view_product,2025-03-09 05:25:13,mobile,
5319,2631,,add_to_cart,2025-03-09 05:29:18,mobile,
5320,2632,183,visit,2025-03-09 03:35:05,mobile,
5321,2633,,visit,2025-03-09 00:46:16,mobile,
5322,2634,1187,visit,2025-03-09 06:49:35,desktop,
5323,2635,,visit,2025-03-09 07:42:02,mobile,
5324,2636,1821,visit,2025-03-09 12:14:32,mobile,
5325,2636,1821,view_product,2025-03-09 12:16:48,mobile,
5326,2637,339,visit,2025-03-09 20:25:18,mobile,
5327,2638,,visit,2025-03-09 21:32:23,mobile,
5328,2638,,view_product,2025-03-09 21:36:01,mobile,
5329,2639,930,visit,2025-03-09 13:51:46,mobile,
5330,2640,548,visit,2025-03-09 12:30:07,mobile,
5331,2641,1507,visit,2025-03-09 17:03:39,desktop,
5332,2642,,visit,2025-03-09 02:34:56,desktop,
5333,2642,,view_product,2025-03-09 02:44:45,desktop,
5334,2643,54,visit,2025-03-09 18:54:17,mobile,
5335,2643,54,view_product,2025-03-09 18:54:53,mobile,
5336,2644,1831,visit,2025-03-09 02:49:16,mobile,
5337,2644,1831,view_product,2025-03-09 02:55:42,mobile,
5338,2645,1395,visit,2025-03-09 11:08:28,mobile,
5339,2646,,visit,2025-03-09 18:03:47,mobile,
5340,2646,,view_product,2025-03-09 18:07:55,mobile,
5341,2647,1295,visit,2025-03-09 17:08:48,mobile,
5342,2647,1295,view_product,2025-03-09 17:18:13,mobile,
5343,2648,309,visit,2025-03-09 07:23:53,mobile,
5344,2648,309,view_product,2025-03-09 07:33:39,mobile,
5345,2648,309,add_to_cart,2025-03-09 07:33:54,mobile,
5346,2649,,visit,2025-03-09 00:39:29,mobile,
5347,2649,,view_product,2025-03-09 00:44:10,mobile,
5348,2650,,visit,2025-03-10 07:26:30,mobile,
5349,2650,,view_product,2025-03-10 07:35:34,mobile,
5350,2651,1081,visit,2025-03-10 17:35:33,mobile,
5351,2652,1313,visit,2025-03-10 20:10:43,mobile,
5352,2652,1313,view_product,2025-03-10 20:18:49,mobile,
5353,2653,187,visit,2025-03-10 03:11:07,mobile,
5354,2654,906,visit,2025-03-10 20:28:04,mobile,
