customer_id,city,channel,signup_month,days_to_first_order,first_payment_method,first_status,first_discount_pct,first_n_items,first_has_electronics,first_order_value,days_since_first_order,repeated
433,Bangkok,referral,4,4,promptpay,completed,20,4,1,14773,618,1
434,Nakhon Ratchasima,organic,4,3,cod,completed,5,2,0,7577,619,0
435,Bangkok,ads,4,3,cod,completed,5,2,1,2668,619,1
436,Phuket,organic,4,0,promptpay,completed,0,1,0,559,621,0
437,Chiang Mai,ads,4,4,bank_transfer,completed,5,1,0,329,617,0
438,Bangkok,organic,4,9,promptpay,completed,0,4,0,4913,612,1
439,Bangkok,organic,4,12,credit_card,completed,0,1,1,3279,609,1
440,Chon Buri,organic,4,13,promptpay,completed,5,3,1,20916,607,0
441,Bangkok,ads,4,3,credit_card,completed,0,2,0,7536,617,1
444,Bangkok,organic,4,11,credit_card,cancelled,10,1,0,2899,608,0
445,Bangkok,ads,4,12,cod,completed,0,2,0,1718,607,1
446,Udon Thani,organic,4,4,cod,completed,0,1,0,509,615,1
447,Chiang Mai,organic,4,4,cod,completed,0,1,0,4218,615,1
449,Bangkok,organic,4,1,bank_transfer,completed,0,4,0,6723,618,1
450,Hat Yai,organic,4,0,bank_transfer,returned,5,1,0,2799,619,1
452,Bangkok,organic,4,0,cod,completed,10,3,1,13726,618,0
453,Bangkok,organic,4,3,credit_card,cancelled,0,1,0,3429,614,0
454,Khon Kaen,organic,4,2,promptpay,completed,0,1,0,999,615,1
455,Chon Buri,ads,4,0,bank_transfer,completed,0,3,0,1526,617,1
456,Phuket,ads,4,4,credit_card,completed,20,1,0,399,612,1
457,Chon Buri,organic,4,7,cod,completed,0,1,0,549,609,0
458,Bangkok,ads,4,2,promptpay,completed,0,1,0,449,614,0
459,Nakhon Ratchasima,organic,4,7,promptpay,completed,5,1,0,259,609,1
460,Bangkok,organic,4,14,promptpay,completed,0,1,0,1069,602,1
461,Bangkok,organic,4,8,promptpay,completed,10,1,0,2639,608,1
462,Chiang Mai,ads,4,5,bank_transfer,completed,0,1,0,2118,611,0
463,Chon Buri,organic,4,13,credit_card,completed,10,4,0,1356,602,0
464,Bangkok,ads,4,10,bank_transfer,completed,20,2,1,2448,605,1
465,Bangkok,ads,4,13,promptpay,completed,0,1,0,119,602,1
467,Hat Yai,ads,4,14,credit_card,completed,0,1,0,1069,601,1
468,Bangkok,ads,4,8,promptpay,returned,0,1,0,379,607,1
469,Chon Buri,organic,4,6,cod,completed,5,2,1,3248,608,0
470,Bangkok,ads,4,1,credit_card,completed,0,2,1,16648,613,1
471,Chon Buri,organic,4,1,promptpay,completed,0,1,1,949,613,1
472,Bangkok,ads,4,13,credit_card,completed,0,3,1,4075,601,1
473,Bangkok,referral,4,5,bank_transfer,completed,0,1,0,2757,609,0
475,Nakhon Ratchasima,organic,4,4,promptpay,completed,10,1,0,818,610,1
476,Nakhon Ratchasima,referral,4,0,bank_transfer,completed,0,3,0,3216,613,1
478,Phuket,organic,4,12,bank_transfer,completed,0,3,0,11716,601,1
479,Chon Buri,organic,4,11,bank_transfer,completed,0,1,1,5658,602,1
480,Bangkok,organic,4,0,credit_card,completed,0,3,1,2087,613,1
481,Chiang Mai,organic,4,9,promptpay,completed,0,2,1,5208,603,0
482,Udon Thani,ads,4,6,cod,completed,0,1,0,1018,606,1
483,Chiang Mai,organic,4,10,cod,returned,0,1,0,429,602,1
484,Nakhon Ratchasima,ads,4,12,cod,completed,0,1,1,13239,600,1
485,Bangkok,organic,4,11,promptpay,completed,0,1,0,329,601,0
486,Chon Buri,organic,4,10,cod,returned,0,2,0,6547,601,1
487,Chiang Mai,organic,4,3,promptpay,completed,0,2,0,4227,608,1
488,Bangkok,organic,4,5,promptpay,completed,0,3,1,2556,606,0
490,Khon Kaen,organic,4,4,bank_transfer,completed,0,3,0,3077,606,0
492,Chiang Mai,organic,5,6,bank_transfer,completed,15,2,1,1098,603,1
494,Chon Buri,organic,5,13,bank_transfer,completed,0,3,0,7656,596,0
495,Chiang Mai,organic,5,3,bank_transfer,completed,0,1,1,11487,606,0
496,Bangkok,ads,5,5,promptpay,completed,0,1,0,1049,603,1
497,Chon Buri,ads,5,2,bank_transfer,completed,0,1,0,859,606,1
498,Udon Thani,organic,5,11,promptpay,completed,0,2,1,11738,597,0
499,Udon Thani,organic,5,4,credit_card,completed,10,1,0,6618,604,0
500,Khon Kaen,organic,5,3,promptpay,completed,5,2,1,4518,605,1
502,Phuket,organic,5,14,cod,completed,0,1,0,2369,593,0
503,Bangkok,referral,5,0,promptpay,completed,0,3,1,40786,607,1
504,Chiang Mai,referral,5,5,credit_card,completed,0,2,1,29236,602,1
505,Chon Buri,organic,5,4,credit_card,completed,10,4,1,11694,603,1
506,Chiang Mai,referral,5,10,promptpay,completed,0,1,0,1309,597,1
507,Bangkok,referral,5,0,bank_transfer,completed,0,3,0,1636,606,1
509,Khon Kaen,ads,5,1,bank_transfer,completed,0,1,0,1269,605,1
510,Hat Yai,ads,5,5,promptpay,completed,0,2,0,648,600,1
511,Bangkok,ads,5,9,promptpay,completed,0,3,1,3926,596,0
512,Bangkok,ads,5,5,credit_card,completed,0,1,0,758,600,1
513,Udon Thani,organic,5,13,promptpay,completed,10,1,1,2358,592,0
514,Bangkok,organic,5,13,promptpay,completed,0,2,1,4856,592,1
517,Bangkok,organic,5,12,credit_card,completed,0,2,1,12677,592,1
518,Bangkok,ads,5,13,promptpay,completed,0,3,1,14356,591,1
519,Khon Kaen,ads,5,2,promptpay,completed,0,3,1,13107,601,1
520,Bangkok,ads,5,3,credit_card,completed,5,2,1,28677,600,1
522,Bangkok,ads,5,4,cod,completed,5,1,0,8218,599,0
523,Nakhon Ratchasima,organic,5,1,bank_transfer,completed,10,4,1,31385,602,1
524,Bangkok,organic,5,14,bank_transfer,completed,10,2,0,1877,589,0
525,Bangkok,ads,5,0,cod,completed,0,1,0,1059,603,1
526,Bangkok,ads,5,8,cod,completed,10,3,0,2957,595,1
527,Hat Yai,referral,5,1,promptpay,completed,5,1,1,3279,601,1
528,Chon Buri,ads,5,13,promptpay,completed,0,2,1,3228,589,0
529,Nakhon Ratchasima,organic,5,4,promptpay,completed,0,1,0,1137,598,1
530,Chiang Mai,ads,5,13,credit_card,completed,10,2,1,6178,588,1
531,Hat Yai,referral,5,6,credit_card,completed,10,1,0,10287,595,1
532,Chon Buri,organic,5,0,credit_card,cancelled,0,2,0,6007,601,1
533,Phuket,referral,5,12,credit_card,cancelled,0,2,1,738,589,0
534,Nakhon Ratchasima,organic,5,14,cod,completed,0,2,1,21248,587,1
535,Chiang Mai,ads,5,3,promptpay,completed,0,1,1,3829,598,0
537,Hat Yai,organic,5,7,promptpay,completed,0,2,1,1538,593,1
538,Chon Buri,organic,5,12,credit_card,completed,0,4,1,13954,587,1
539,Chon Buri,ads,5,12,credit_card,completed,0,1,0,779,587,0
540,Udon Thani,organic,5,3,promptpay,completed,0,1,0,1718,596,0
541,Udon Thani,organic,5,12,bank_transfer,completed,0,3,0,1745,585,0
542,Bangkok,ads,5,14,cod,completed,5,3,0,3476,583,0
544,Nakhon Ratchasima,referral,5,4,promptpay,completed,15,4,0,4125,592,1
545,Phuket,organic,5,4,credit_card,returned,0,2,1,4647,592,1
546,Phuket,organic,5,8,credit_card,completed,0,3,1,2496,588,1
547,Bangkok,ads,5,6,promptpay,completed,10,2,0,648,590,1
548,Phuket,ads,5,0,credit_card,completed,0,3,1,62335,596,0
550,Chon Buri,organic,5,6,promptpay,completed,0,4,0,6215,590,0
551,Bangkok,organic,5,4,promptpay,completed,0,1,1,4069,591,1
552,Bangkok,organic,5,0,promptpay,completed,0,1,0,109,595,1
553,Bangkok,ads,5,9,bank_transfer,completed,0,2,0,1938,586,0
554,Bangkok,referral,5,10,credit_card,completed,20,3,1,16687,585,1
555,Bangkok,organic,5,7,promptpay,completed,0,1,0,859,587,1
556,Khon Kaen,ads,5,7,credit_card,returned,15,1,0,2138,587,0
557,Chiang Mai,ads,5,3,credit_card,completed,0,3,0,13516,591,1
558,Nakhon Ratchasima,referral,5,4,credit_card,completed,0,1,0,329,590,1
559,Nakhon Ratchasima,ads,5,5,promptpay,completed,5,1,1,27378,588,1
560,Chiang Mai,organic,5,10,cod,completed,0,2,0,2788,583,1
561,Chon Buri,ads,5,14,cod,completed,15,4,1,12004,578,1
562,Bangkok,ads,5,6,cod,cancelled,10,1,0,909,586,1
563,Bangkok,ads,5,4,credit_card,completed,0,1,0,3309,588,1
564,Khon Kaen,organic,5,7,credit_card,completed,5,1,1,16419,585,1
565,Khon Kaen,organic,5,1,credit_card,completed,0,1,0,1998,591,1
566,Nakhon Ratchasima,ads,5,7,credit_card,completed,5,3,1,3513,585,1
567,Chon Buri,organic,5,2,credit_card,completed,0,1,1,13689,590,1
568,Bangkok,organic,5,2,promptpay,completed,5,3,1,15537,589,1
569,Chiang Mai,ads,5,5,bank_transfer,completed,0,1,0,2909,586,1
570,Nakhon Ratchasima,ads,5,0,promptpay,completed,10,2,1,3658,591,1
571,Bangkok,referral,5,5,promptpay,completed,0,1,0,429,584,1
572,Udon Thani,organic,5,7,promptpay,cancelled,0,2,1,10908,582,0
573,Chon Buri,organic,5,6,credit_card,completed,20,2,0,8568,583,0
574,Bangkok,organic,5,14,credit_card,completed,5,3,0,8975,575,0
575,Chon Buri,organic,5,10,promptpay,completed,15,3,1,6587,579,0
576,Nakhon Ratchasima,organic,5,10,credit_card,completed,15,1,0,429,578,0
577,Phuket,ads,5,13,credit_card,completed,5,1,0,6087,574,1
578,Bangkok,organic,5,1,credit_card,completed,0,2,1,36117,586,1
580,Bangkok,ads,5,0,credit_card,completed,15,2,1,27537,587,1
582,Hat Yai,organic,5,8,promptpay,completed,0,2,0,2116,578,1
583,Chon Buri,ads,5,10,promptpay,completed,5,2,1,1836,576,0
584,Bangkok,organic,5,0,cod,completed,5,4,1,18145,586,1
585,Nakhon Ratchasima,referral,5,13,promptpay,completed,0,2,0,2217,573,0
586,Bangkok,organic,5,11,promptpay,completed,0,1,0,339,575,1
587,Udon Thani,organic,5,12,promptpay,completed,0,2,1,34336,573,1
588,Bangkok,ads,5,8,promptpay,completed,0,3,1,14887,577,1
589,Hat Yai,ads,5,5,promptpay,completed,0,3,0,3606,580,1
591,Chon Buri,ads,5,6,bank_transfer,completed,0,1,0,229,579,1
592,Chon Buri,ads,5,14,credit_card,cancelled,0,1,0,199,570,0
593,Chon Buri,ads,5,1,cod,completed,0,1,0,5798,583,0
594,Chon Buri,referral,5,13,promptpay,completed,0,2,0,2607,571,1
595,Phuket,organic,5,4,credit_card,completed,5,1,0,719,580,1
596,Bangkok,organic,5,5,bank_transfer,completed,0,4,0,6326,579,0
597,Phuket,ads,5,2,promptpay,completed,0,3,0,5527,582,1
598,Hat Yai,organic,5,13,promptpay,completed,0,1,0,1049,570,0
599,Chon Buri,ads,5,13,promptpay,completed,15,1,1,18439,570,1
600,Bangkok,organic,5,10,cod,completed,0,3,0,1787,573,1
601,Bangkok,referral,5,0,cod,completed,0,4,1,6485,583,0
603,Bangkok,referral,5,11,credit_card,completed,0,2,0,2666,571,1
604,Udon Thani,organic,5,4,promptpay,completed,10,4,1,21636,578,1
605,Khon Kaen,organic,5,10,credit_card,completed,0,1,0,2258,572,1
606,Khon Kaen,ads,5,14,cod,completed,0,2,1,4468,568,1
607,Bangkok,organic,5,1,promptpay,completed,0,2,1,12777,581,0
608,Nakhon Ratchasima,organic,5,9,promptpay,completed,0,4,0,4005,572,0
610,Udon Thani,organic,5,14,credit_card,cancelled,10,4,1,14705,567,1
612,Chiang Mai,organic,5,1,promptpay,completed,0,1,1,2438,580,1
613,Chiang Mai,ads,5,6,credit_card,completed,0,2,0,3167,574,1
614,Nakhon Ratchasima,ads,5,2,promptpay,completed,5,3,1,16816,578,1
615,Bangkok,organic,5,11,cod,completed,0,2,1,5356,569,1
616,Khon Kaen,ads,5,2,promptpay,completed,0,3,0,2177,578,0
617,Bangkok,organic,5,8,credit_card,completed,0,2,1,16928,571,1
618,Chon Buri,organic,5,4,promptpay,completed,0,4,1,7455,575,1
619,Hat Yai,organic,5,7,promptpay,completed,0,1,1,11269,572,0
620,Bangkok,ads,5,1,credit_card,completed,0,3,0,17134,578,1
621,Phuket,organic,5,10,promptpay,cancelled,10,1,0,399,569,1
622,Udon Thani,ads,5,6,cod,completed,10,1,1,3279,573,0
623,Chiang Mai,ads,5,13,credit_card,completed,5,4,1,7545,566,1
624,Bangkok,organic,5,10,promptpay,completed,0,1,0,3218,569,0
625,Chon Buri,ads,5,5,credit_card,completed,0,1,0,259,574,0
626,Bangkok,organic,6,0,cod,completed,0,1,1,949,578,1
627,Bangkok,ads,6,6,promptpay,completed,0,1,0,1079,571,1
628,Bangkok,organic,6,4,cod,completed,15,1,1,5658,573,0
629,Bangkok,organic,6,13,promptpay,completed,0,1,0,219,564,0
630,Chon Buri,ads,6,14,promptpay,completed,0,1,0,2258,562,1
632,Bangkok,referral,6,0,promptpay,completed,0,1,0,2997,576,1
633,Chiang Mai,ads,6,2,credit_card,completed,0,3,0,3617,574,0
634,Bangkok,organic,6,12,credit_card,completed,0,2,0,2588,564,1
637,Udon Thani,organic,6,10,credit_card,completed,0,1,1,1219,565,1
639,Chon Buri,ads,6,14,promptpay,cancelled,0,1,0,3147,560,1
640,Hat Yai,referral,6,8,credit_card,completed,0,1,1,6139,566,1
641,Bangkok,organic,6,0,credit_card,completed,10,1,0,659,574,0
642,Phuket,ads,6,12,promptpay,cancelled,10,1,1,12278,561,1
644,Bangkok,organic,6,5,promptpay,completed,10,1,1,11269,568,0
645,Udon Thani,referral,6,11,promptpay,completed,10,2,1,13438,562,1
646,Hat Yai,ads,6,13,credit_card,completed,20,2,0,628,560,1
648,Hat Yai,organic,6,11,bank_transfer,completed,0,1,1,6139,562,0
649,Bangkok,ads,6,7,credit_card,completed,0,1,0,1018,565,1
650,Bangkok,organic,6,14,promptpay,completed,5,1,0,3429,558,0
651,Udon Thani,organic,6,9,credit_card,completed,0,1,0,4109,563,0
652,Bangkok,ads,6,1,promptpay,completed,5,4,1,4566,571,1
653,Khon Kaen,organic,6,7,credit_card,completed,0,2,1,1858,565,1
654,Khon Kaen,organic,6,3,cod,completed,0,2,1,21348,568,0
656,Chiang Mai,organic,6,3,promptpay,completed,10,1,0,449,568,0
657,Bangkok,ads,6,6,promptpay,completed,0,4,1,6746,564,1
658,Nakhon Ratchasima,organic,6,14,credit_card,completed,10,3,0,2477,555,0
659,Phuket,organic,6,13,credit_card,completed,0,2,0,5718,556,0
660,Bangkok,referral,6,0,promptpay,completed,5,3,1,7856,569,1
661,Chon Buri,organic,6,4,bank_transfer,completed,10,3,1,6866,565,0
662,Chon Buri,ads,6,1,promptpay,completed,0,1,0,958,568,1
663,Phuket,organic,6,3,cod,completed,0,1,0,509,566,0
664,Khon Kaen,organic,6,7,promptpay,completed,15,2,0,5708,562,1
665,Bangkok,ads,6,10,promptpay,completed,5,1,1,4069,559,0
666,Bangkok,ads,6,11,promptpay,completed,0,3,1,15996,558,0
668,Nakhon Ratchasima,ads,6,8,bank_transfer,completed,15,2,0,4056,561,0
669,Udon Thani,organic,6,6,promptpay,completed,5,1,0,449,563,1
670,Udon Thani,ads,6,12,promptpay,completed,0,1,0,3309,556,0
671,Bangkok,ads,6,3,promptpay,cancelled,0,3,0,5307,565,0
672,Chiang Mai,organic,6,9,promptpay,completed,0,1,1,10659,559,1
674,Udon Thani,ads,6,8,promptpay,completed,0,1,0,5278,560,1
675,Hat Yai,ads,6,2,credit_card,completed,0,2,0,2127,565,1
676,Udon Thani,ads,6,3,promptpay,completed,0,1,0,1998,564,0
677,Bangkok,ads,6,12,promptpay,completed,0,2,0,5108,555,1
678,Khon Kaen,referral,6,1,credit_card,completed,0,1,0,4109,565,1
679,Bangkok,organic,6,12,promptpay,completed,0,1,0,769,554,0
680,Chiang Mai,ads,6,5,credit_card,completed,0,1,0,1759,561,1
681,Bangkok,organic,6,8,credit_card,completed,15,1,1,599,558,0
682,Chon Buri,organic,6,11,credit_card,completed,0,2,0,2528,554,0
683,Phuket,organic,6,3,bank_transfer,completed,0,2,0,1906,562,0
684,Bangkok,organic,6,12,cod,completed,5,1,0,1079,553,0
685,Nakhon Ratchasima,ads,6,1,bank_transfer,completed,0,1,0,259,564,0
686,Phuket,referral,6,0,promptpay,completed,5,2,1,2418,565,1
687,Chiang Mai,organic,6,14,credit_card,completed,0,3,0,3586,551,1
688,Chon Buri,ads,6,4,bank_transfer,completed,0,4,0,3684,561,0
690,Phuket,referral,6,14,promptpay,completed,0,2,0,1988,550,1
691,Bangkok,ads,6,4,credit_card,completed,0,1,0,598,560,1
692,Bangkok,ads,6,10,credit_card,completed,15,1,0,419,554,0
693,Bangkok,ads,6,11,credit_card,completed,0,4,0,5395,553,1
694,Chon Buri,organic,6,10,cod,completed,0,2,0,1688,553,1
697,Bangkok,referral,6,11,promptpay,completed,0,2,0,14296,551,1
698,Hat Yai,ads,6,9,promptpay,completed,0,2,0,2867,553,1
699,Udon Thani,ads,6,4,bank_transfer,completed,5,3,1,9887,558,0
700,Bangkok,referral,6,7,credit_card,completed,0,1,0,569,555,0
701,Bangkok,ads,6,12,promptpay,cancelled,0,2,1,2588,549,1
703,Bangkok,organic,6,9,bank_transfer,completed,10,3,0,5237,551,1
705,Udon Thani,organic,6,5,cod,completed,5,2,0,708,555,1
706,Bangkok,ads,6,0,promptpay,completed,15,1,0,2538,559,1
707,Chon Buri,organic,6,12,promptpay,completed,0,4,0,2276,547,0
708,Chon Buri,ads,6,12,cod,completed,0,1,0,509,547,1
709,Khon Kaen,ads,6,5,cod,completed,0,1,0,219,553,0
710,Hat Yai,ads,6,13,promptpay,completed,10,3,1,5407,545,1
711,Bangkok,referral,6,9,cod,completed,0,1,0,3799,549,1
712,Chiang Mai,organic,6,10,bank_transfer,completed,0,2,0,1976,548,0
713,Bangkok,referral,6,5,promptpay,completed,0,2,0,9787,553,1
714,Bangkok,organic,6,9,promptpay,completed,0,3,0,13885,548,1
716,Udon Thani,referral,6,4,promptpay,completed,10,2,1,3858,553,1
717,Nakhon Ratchasima,organic,6,7,promptpay,cancelled,5,2,0,2128,550,1
718,Phuket,organic,6,12,promptpay,returned,15,1,0,219,544,0
720,Nakhon Ratchasima,organic,6,12,credit_card,returned,5,2,0,2878,542,1
721,Chon Buri,organic,6,7,credit_card,completed,0,1,0,259,547,0
722,Udon Thani,organic,6,5,promptpay,completed,5,1,0,339,549,1
723,Bangkok,organic,6,13,credit_card,completed,10,1,1,2358,541,1
726,Chon Buri,organic,6,0,promptpay,completed,0,3,1,16506,554,1
727,Bangkok,ads,6,5,cod,completed,0,1,0,2799,549,1
728,Bangkok,ads,6,7,credit_card,completed,0,1,0,3698,546,0
729,Hat Yai,organic,6,10,promptpay,completed,15,2,1,3097,543,1
730,Bangkok,organic,6,12,credit_card,completed,0,1,1,3657,541,1
731,Bangkok,organic,6,13,promptpay,completed,15,1,1,599,539,0
732,Bangkok,referral,6,6,bank_transfer,returned,10,2,0,1468,546,0
733,Chon Buri,referral,6,3,bank_transfer,completed,5,2,0,398,549,0
734,Hat Yai,ads,6,0,bank_transfer,completed,0,3,1,22226,552,1
735,Bangkok,ads,6,10,promptpay,completed,0,1,0,429,542,1
736,Bangkok,ads,6,12,promptpay,cancelled,20,1,0,419,540,1
737,Chon Buri,ads,6,3,bank_transfer,completed,0,2,0,1878,549,1
738,Bangkok,ads,6,0,promptpay,completed,5,2,1,3517,551,1
739,Phuket,referral,6,3,promptpay,cancelled,0,2,0,1476,548,1
740,Khon Kaen,organic,6,2,credit_card,completed,0,1,0,509,549,1
741,Hat Yai,ads,6,1,credit_card,completed,0,1,0,998,550,1
742,Bangkok,organic,6,12,promptpay,completed,0,2,0,408,539,1
743,Chon Buri,referral,6,4,cod,completed,0,3,1,2986,547,1
745,Nakhon Ratchasima,ads,6,14,bank_transfer,completed,10,2,1,7818,537,1
747,Nakhon Ratchasima,organic,6,8,bank_transfer,completed,5,1,1,10659,542,1
748,Bangkok,ads,6,6,credit_card,completed,0,1,0,3738,544,0
749,Bangkok,organic,6,14,cod,completed,0,2,1,11538,536,1
750,Chiang Mai,ads,6,0,promptpay,completed,0,1,1,659,550,1
751,Phuket,ads,6,2,promptpay,completed,0,2,0,1496,547,1
752,Bangkok,referral,6,12,cod,completed,0,3,0,3122,537,1
753,Bangkok,ads,7,3,credit_card,completed,0,2,0,4137,545,1
754,Khon Kaen,referral,7,8,credit_card,completed,0,3,1,4736,540,1
755,Chiang Mai,ads,7,5,promptpay,completed,0,2,0,2727,543,1
756,Nakhon Ratchasima,organic,7,11,promptpay,completed,0,2,1,10778,537,1
758,Udon Thani,referral,7,10,cod,cancelled,0,1,0,1129,537,1
760,Khon Kaen,organic,7,3,credit_card,returned,5,2,1,2768,544,1
762,Bangkok,ads,7,3,bank_transfer,completed,0,3,1,8706,543,0
764,Hat Yai,organic,7,9,bank_transfer,completed,0,2,0,8476,536,1
765,Bangkok,organic,7,3,bank_transfer,completed,10,2,1,5197,542,0
766,Hat Yai,ads,7,12,promptpay,completed,10,1,0,1059,533,1
767,Bangkok,ads,7,13,credit_card,completed,15,2,0,2387,532,1
768,Udon Thani,organic,7,6,bank_transfer,completed,0,2,1,798,538,1
770,Bangkok,organic,7,13,cod,completed,5,2,0,4217,530,1
771,Bangkok,organic,7,6,promptpay,completed,0,1,0,329,537,1
772,Bangkok,organic,7,7,credit_card,completed,0,2,0,5798,536,0
773,Bangkok,organic,7,12,promptpay,completed,5,1,1,11319,531,0
774,Khon Kaen,referral,7,2,credit_card,completed,10,4,1,27533,540,0
775,Khon Kaen,organic,7,8,credit_card,returned,0,2,0,2098,534,1
776,Khon Kaen,ads,7,6,cod,completed,0,2,0,528,536,1
777,Bangkok,organic,7,13,credit_card,completed,5,4,0,5286,529,0
778,Khon Kaen,organic,7,8,credit_card,completed,0,2,0,588,534,1
779,Bangkok,organic,7,14,promptpay,cancelled,15,1,0,1139,528,0
780,Hat Yai,ads,7,2,cod,completed,10,2,1,11488,540,0
781,Chon Buri,organic,7,3,credit_card,completed,0,2,1,4926,538,0
782,Chon Buri,referral,7,5,credit_card,completed,0,2,0,1458,536,0
783,Hat Yai,organic,7,9,credit_card,completed,5,1,0,14307,532,1
784,Khon Kaen,ads,7,13,credit_card,cancelled,5,4,1,4154,527,0
786,Bangkok,referral,7,10,promptpay,completed,0,1,0,139,530,1
787,Nakhon Ratchasima,referral,7,13,bank_transfer,completed,0,1,0,419,526,1
788,Nakhon Ratchasima,ads,7,9,cod,completed,0,1,0,2909,530,1
789,Bangkok,ads,7,5,promptpay,completed,0,2,1,30285,534,0
791,Hat Yai,organic,7,11,credit_card,completed,0,1,0,398,527,1
792,Nakhon Ratchasima,ads,7,10,promptpay,completed,5,3,0,6576,528,0
793,Chiang Mai,organic,7,0,promptpay,completed,0,2,1,13948,538,1
794,Bangkok,organic,7,13,credit_card,returned,0,2,1,8008,525,0
795,Chiang Mai,ads,7,13,cod,cancelled,0,2,0,1958,525,1
796,Bangkok,referral,7,6,credit_card,completed,0,2,1,3616,532,1
797,Hat Yai,referral,7,6,bank_transfer,completed,20,3,1,5457,531,1
798,Udon Thani,ads,7,8,promptpay,completed,5,2,0,4696,529,0
799,Bangkok,ads,7,11,promptpay,completed,0,3,1,7037,525,1
800,Bangkok,organic,7,0,promptpay,completed,5,2,1,6276,536,0
801,Bangkok,organic,7,6,credit_card,completed,15,1,1,10659,530,1
803,Udon Thani,organic,7,13,cod,completed,5,3,1,2266,521,1
804,Hat Yai,organic,7,0,credit_card,completed,0,3,1,3396,534,1
805,Khon Kaen,organic,7,6,promptpay,completed,5,2,1,998,527,1
806,Bangkok,organic,7,14,credit_card,completed,0,1,0,119,519,1
807,Bangkok,ads,7,14,cod,completed,0,3,0,1607,519,1
808,Nakhon Ratchasima,referral,7,9,cod,completed,15,1,0,4109,524,0
810,Udon Thani,referral,7,14,cod,completed,0,2,0,2607,518,0
811,Bangkok,ads,7,5,promptpay,cancelled,0,3,1,7107,527,1
812,Bangkok,organic,7,7,promptpay,completed,0,2,1,5566,525,0
813,Udon Thani,ads,7,6,cod,completed,10,1,0,1049,526,1
814,Bangkok,ads,7,8,cod,completed,0,1,0,139,523,0
816,Bangkok,organic,7,12,cod,completed,0,3,1,6287,519,0
817,Phuket,ads,7,5,bank_transfer,completed,0,3,0,4074,526,0
818,Khon Kaen,ads,7,12,credit_card,completed,0,1,1,1219,518,1
819,Bangkok,referral,7,0,credit_card,completed,0,1,0,209,530,1
820,Chiang Mai,organic,7,2,cod,completed,0,2,1,13908,528,1
822,Hat Yai,organic,7,0,credit_card,completed,0,1,0,1069,530,1
823,Bangkok,referral,7,0,promptpay,completed,0,1,0,109,530,1
824,Bangkok,ads,7,11,promptpay,cancelled,0,1,0,2109,518,1
825,Bangkok,ads,7,1,promptpay,completed,0,2,1,3678,528,0
826,Bangkok,organic,7,8,bank_transfer,completed,0,1,0,299,521,1
827,Chiang Mai,organic,7,7,credit_card,completed,0,2,1,12657,522,1
828,Chon Buri,organic,7,11,cod,completed,0,1,1,2829,518,0
829,Bangkok,ads,7,1,promptpay,cancelled,0,1,0,399,528,1
830,Chiang Mai,ads,7,4,credit_card,completed,0,3,0,2285,525,0
831,Bangkok,organic,7,12,credit_card,completed,10,1,0,1609,517,1
832,Bangkok,ads,7,2,credit_card,completed,0,3,0,4096,526,0
833,Bangkok,referral,7,7,promptpay,completed,0,1,0,1049,521,0
834,Nakhon Ratchasima,ads,7,5,promptpay,completed,0,1,1,2358,523,0
835,Chon Buri,ads,7,1,credit_card,cancelled,0,2,0,2057,527,0
836,Hat Yai,organic,7,11,promptpay,completed,15,1,0,2229,516,0
837,Bangkok,ads,7,2,promptpay,completed,5,4,0,4686,525,0
838,Bangkok,organic,7,10,cod,returned,0,3,1,16577,517,1
840,Khon Kaen,ads,7,10,bank_transfer,returned,0,2,0,3885,517,0
842,Bangkok,organic,7,6,credit_card,completed,0,2,1,10167,521,1
843,Bangkok,referral,7,6,credit_card,returned,0,1,1,4069,520,1
844,Chon Buri,ads,7,13,cod,completed,0,4,1,14496,513,1
845,Chiang Mai,ads,7,0,promptpay,cancelled,0,2,1,27797,526,0
846,Phuket,ads,7,9,promptpay,completed,0,2,0,2868,517,0
847,Nakhon Ratchasima,ads,7,1,credit_card,completed,5,1,0,1949,524,1
848,Hat Yai,referral,7,1,credit_card,completed,15,1,0,909,524,1
849,Bangkok,ads,7,8,credit_card,completed,0,1,0,2538,516,1
850,Hat Yai,organic,7,4,credit_card,completed,0,1,1,579,519,0
851,Phuket,organic,7,14,credit_card,completed,0,1,0,3309,509,1
852,Chon Buri,ads,7,7,promptpay,completed,0,1,1,2419,516,0
853,Hat Yai,referral,7,12,credit_card,completed,0,1,0,849,511,1
854,Bangkok,organic,7,3,bank_transfer,completed,0,1,1,1959,520,1
855,Khon Kaen,organic,7,13,cod,completed,0,1,0,3738,510,0
856,Bangkok,ads,7,9,cod,cancelled,10,1,0,479,514,1
857,Chiang Mai,ads,7,6,promptpay,completed,0,1,1,5877,516,0
858,Udon Thani,organic,7,2,credit_card,completed,0,1,1,27378,520,1
859,Nakhon Ratchasima,ads,7,5,credit_card,completed,5,1,0,7598,517,1
860,Bangkok,referral,7,8,credit_card,completed,0,1,0,119,514,1
861,Khon Kaen,ads,7,7,cod,completed,0,3,0,2156,514,1
864,Chon Buri,ads,7,5,promptpay,returned,5,1,0,1069,516,1
865,Khon Kaen,ads,7,6,cod,completed,10,3,1,7975,515,0
866,Hat Yai,organic,7,5,promptpay,completed,10,1,0,399,516,0
867,Chiang Mai,ads,7,3,credit_card,completed,15,1,0,1269,517,0
868,Chiang Mai,organic,7,3,promptpay,completed,5,1,1,26478,517,1
