order_id,customer_id,order_date,status,discount_pct,payment_method
1421,920,2024-08-09,completed,,promptpay
1422,28,2024-08-10,completed,,cod
1423,58,2024-08-10,completed,5,cod
1424,206,2024-08-10,completed,10,credit_card
1425,770,2024-08-10,completed,,promptpay
1426,829,2024-08-10,returned,,credit_card
1427,876,2024-08-10,completed,,promptpay
1428,882,2024-08-10,completed,10,cod
1429,886,2024-08-10,returned,,bank_transfer
1430,896,2024-08-10,completed,,credit_card
1431,904,2024-08-10,completed,,bank_transfer
1432,915,2024-08-10,completed,,promptpay
1433,919,2024-08-10,completed,,bank_transfer
1434,287,2024-08-11,completed,20,bank_transfer
1435,568,2024-08-11,cancelled,,promptpay
1436,610,2024-08-11,completed,,promptpay
1437,720,2024-08-11,cancelled,10,promptpay
1438,820,2024-08-11,completed,5,credit_card
1439,859,2024-08-11,completed,,credit_card
1440,926,2024-08-11,completed,15,credit_card
1441,271,2024-08-12,completed,,credit_card
1442,610,2024-08-12,completed,10,credit_card
1443,720,2024-08-12,completed,,cod
1444,738,2024-08-12,completed,5,cod
1445,878,2024-08-12,returned,,bank_transfer
1446,884,2024-08-12,completed,5,credit_card
1447,891,2024-08-12,completed,,promptpay
1448,919,2024-08-12,completed,,promptpay
1449,929,2024-08-12,completed,10,promptpay
1450,312,2024-08-13,completed,20,cod
1451,615,2024-08-13,completed,,credit_card
1452,677,2024-08-13,completed,15,credit_card
1453,824,2024-08-13,completed,,cod
1454,838,2024-08-13,completed,,cod
1455,849,2024-08-13,completed,5,promptpay
1456,861,2024-08-13,completed,,promptpay
1457,872,2024-08-13,completed,,credit_card
1458,874,2024-08-13,completed,,cod
1459,900,2024-08-13,completed,5,promptpay
1460,918,2024-08-13,completed,,credit_card
1461,931,2024-08-13,completed,,promptpay
1462,357,2024-08-14,completed,10,promptpay
1463,560,2024-08-14,completed,5,promptpay
1464,755,2024-08-14,completed,,bank_transfer
1465,844,2024-08-14,completed,,promptpay
1466,876,2024-08-14,completed,,promptpay
1467,898,2024-08-14,completed,,promptpay
1468,911,2024-08-14,completed,5,promptpay
1469,921,2024-08-14,completed,,promptpay
1470,279,2024-08-15,completed,10,promptpay
1471,586,2024-08-15,completed,,credit_card
1472,637,2024-08-15,completed,,credit_card
1473,662,2024-08-15,completed,,promptpay
1474,745,2024-08-15,completed,,promptpay
1475,778,2024-08-15,completed,5,promptpay
1476,853,2024-08-15,completed,5,promptpay
1477,860,2024-08-15,completed,5,cod
1478,881,2024-08-15,completed,,promptpay
1479,894,2024-08-15,completed,,credit_card
1480,903,2024-08-15,completed,5,bank_transfer
1481,933,2024-08-15,completed,,promptpay
1482,5,2024-08-16,completed,,bank_transfer
1483,27,2024-08-16,completed,,cod
1484,471,2024-08-16,completed,,credit_card
1485,645,2024-08-16,completed,10,promptpay
1486,680,2024-08-16,completed,,cod
1487,735,2024-08-16,completed,,credit_card
1488,363,2024-08-17,completed,,credit_card
1489,475,2024-08-17,completed,,credit_card
1490,570,2024-08-17,completed,,promptpay
1491,694,2024-08-17,completed,,cod
1492,905,2024-08-17,completed,10,credit_card
1493,916,2024-08-17,completed,,promptpay
1494,918,2024-08-17,completed,,credit_card
1495,922,2024-08-17,completed,,credit_card
1496,932,2024-08-17,completed,,credit_card
1497,934,2024-08-17,completed,,bank_transfer
1498,401,2024-08-18,completed,10,cod
1499,872,2024-08-18,completed,,promptpay
1500,897,2024-08-18,completed,10,bank_transfer
1501,938,2024-08-18,completed,,credit_card
1502,939,2024-08-18,completed,,credit_card
1503,955,2024-08-18,completed,,credit_card
1504,268,2024-08-19,completed,5,promptpay
1505,600,2024-08-19,cancelled,10,promptpay
1506,819,2024-08-19,completed,,promptpay
1507,843,2024-08-19,completed,,credit_card
1508,868,2024-08-19,completed,,promptpay
1509,902,2024-08-19,completed,,credit_card
1510,906,2024-08-19,completed,,promptpay
1511,910,2024-08-19,completed,,credit_card
1512,914,2024-08-19,completed,,credit_card
1513,936,2024-08-19,completed,5,credit_card
1514,963,2024-08-19,completed,10,credit_card
1515,803,2024-08-20,completed,,promptpay
1516,886,2024-08-20,completed,,promptpay
1517,907,2024-08-20,completed,,bank_transfer
1518,915,2024-08-20,completed,,credit_card
1519,917,2024-08-20,completed,20,promptpay
1520,940,2024-08-20,completed,,promptpay
1521,941,2024-08-20,completed,,credit_card
1522,959,2024-08-20,completed,,promptpay
1523,4,2024-08-21,completed,10,credit_card
1524,28,2024-08-21,completed,,cod
1525,649,2024-08-21,completed,,credit_card
1526,680,2024-08-21,completed,,bank_transfer
1527,826,2024-08-21,cancelled,,credit_card
1528,851,2024-08-21,returned,,promptpay
1529,858,2024-08-21,completed,5,promptpay
1530,864,2024-08-21,completed,,promptpay
1531,900,2024-08-21,completed,15,credit_card
1532,913,2024-08-21,completed,5,promptpay
1533,923,2024-08-21,completed,5,credit_card
1534,935,2024-08-21,completed,,credit_card
1535,958,2024-08-21,completed,,cod
1536,972,2024-08-21,completed,,cod
1537,270,2024-08-22,cancelled,10,cod
1538,480,2024-08-22,completed,,cod
1539,677,2024-08-22,cancelled,,promptpay
1540,755,2024-08-22,completed,5,cod
1541,813,2024-08-22,completed,15,cod
1542,826,2024-08-22,completed,15,promptpay
1543,873,2024-08-22,completed,,promptpay
1544,927,2024-08-22,completed,,promptpay
1545,945,2024-08-22,cancelled,,promptpay
1546,962,2024-08-22,cancelled,5,promptpay
1547,350,2024-08-23,returned,,credit_card
1548,504,2024-08-23,completed,,promptpay
1549,905,2024-08-23,completed,,credit_card
1550,925,2024-08-23,cancelled,10,promptpay
1551,953,2024-08-23,completed,,promptpay
1552,975,2024-08-23,completed,,promptpay
1553,976,2024-08-23,returned,15,bank_transfer
1554,983,2024-08-23,completed,,credit_card
1555,987,2024-08-23,completed,,credit_card
1556,121,2024-08-24,completed,,cod
1557,449,2024-08-24,completed,,promptpay
1558,811,2024-08-24,completed,,promptpay
1559,930,2024-08-24,completed,,credit_card
1560,943,2024-08-24,completed,,credit_card
1561,980,2024-08-24,cancelled,,credit_card
1562,36,2024-08-25,completed,5,promptpay
1563,261,2024-08-25,completed,10,promptpay
1564,555,2024-08-25,completed,5,promptpay
1565,745,2024-08-25,completed,,promptpay
1566,747,2024-08-25,completed,,promptpay
1567,880,2024-08-25,returned,,cod
1568,953,2024-08-25,completed,,bank_transfer
1569,960,2024-08-25,returned,,credit_card
1570,985,2024-08-25,cancelled,,bank_transfer
1571,538,2024-08-26,completed,10,credit_card
1572,587,2024-08-26,cancelled,,credit_card
1573,713,2024-08-26,cancelled,,promptpay
1574,726,2024-08-26,completed,,bank_transfer
1575,843,2024-08-26,returned,,promptpay
1576,902,2024-08-26,completed,,credit_card
1577,939,2024-08-26,completed,,promptpay
1578,942,2024-08-26,completed,,bank_transfer
1579,956,2024-08-26,completed,,cod
1580,968,2024-08-26,completed,,cod
1581,986,2024-08-26,completed,20,cod
1582,996,2024-08-26,completed,,bank_transfer
1583,92,2024-08-27,cancelled,,cod
1584,161,2024-08-27,completed,,promptpay
1585,902,2024-08-27,completed,10,credit_card
1586,944,2024-08-27,completed,15,credit_card
1587,951,2024-08-27,completed,5,credit_card
1588,966,2024-08-27,completed,,credit_card
1589,977,2024-08-27,completed,,credit_card
1590,978,2024-08-27,completed,10,promptpay
1591,142,2024-08-28,completed,,credit_card
1592,226,2024-08-28,completed,,cod
1593,520,2024-08-28,returned,,promptpay
1594,594,2024-08-28,completed,,promptpay
1595,680,2024-08-28,completed,,promptpay
1596,791,2024-08-28,completed,,credit_card
1597,947,2024-08-28,completed,,credit_card
1598,948,2024-08-28,completed,5,promptpay
1599,977,2024-08-28,completed,5,credit_card
1600,978,2024-08-28,completed,,credit_card
1601,484,2024-08-29,completed,10,promptpay
1602,531,2024-08-29,completed,,credit_card
1603,571,2024-08-29,completed,10,promptpay
1604,758,2024-08-29,completed,5,promptpay
1605,947,2024-08-29,completed,20,promptpay
1606,950,2024-08-29,completed,,promptpay
1607,973,2024-08-29,completed,,credit_card
1608,1000,2024-08-29,completed,5,bank_transfer
1609,1005,2024-08-29,completed,,credit_card
1610,449,2024-08-30,completed,,cod
1611,843,2024-08-30,completed,,cod
1612,957,2024-08-30,completed,,credit_card
1613,965,2024-08-30,completed,,credit_card
1614,979,2024-08-30,completed,,bank_transfer
1615,989,2024-08-30,completed,,bank_transfer
1616,1002,2024-08-30,completed,,credit_card
1617,1011,2024-08-30,completed,,credit_card
1618,226,2024-08-31,completed,10,promptpay
1619,445,2024-08-31,completed,,promptpay
1620,450,2024-08-31,completed,,promptpay
1621,766,2024-08-31,cancelled,,cod
1622,795,2024-08-31,completed,,cod
1623,824,2024-08-31,completed,,promptpay
1624,882,2024-08-31,completed,,cod
1625,914,2024-08-31,completed,,promptpay
1626,915,2024-08-31,completed,,bank_transfer
1627,948,2024-08-31,returned,,promptpay
1628,969,2024-08-31,completed,,promptpay
1629,988,2024-08-31,completed,10,cod
1630,994,2024-08-31,completed,,promptpay
1631,997,2024-08-31,completed,,credit_card
1632,999,2024-08-31,completed,,promptpay
1633,1008,2024-08-31,cancelled,15,promptpay
1634,103,2024-09-01,completed,,promptpay
1635,142,2024-09-01,completed,,bank_transfer
1636,758,2024-09-01,completed,,cod
1637,818,2024-09-01,completed,,promptpay
1638,954,2024-09-01,completed,,promptpay
1639,970,2024-09-01,completed,,credit_card
1640,547,2024-09-02,completed,,credit_card
1641,639,2024-09-02,completed,5,credit_card
1642,720,2024-09-02,returned,5,credit_card
1643,842,2024-09-02,completed,,credit_card
1644,971,2024-09-02,returned,,promptpay
1645,1017,2024-09-02,completed,5,bank_transfer
1646,103,2024-09-03,completed,,bank_transfer
1647,482,2024-09-03,completed,,promptpay
1648,496,2024-09-03,completed,,bank_transfer
1649,525,2024-09-03,completed,,credit_card
1650,557,2024-09-03,completed,5,promptpay
1651,791,2024-09-03,completed,,promptpay
1652,795,2024-09-03,completed,,promptpay
1653,921,2024-09-03,completed,,cod
1654,982,2024-09-03,completed,,credit_card
1655,1028,2024-09-03,completed,5,bank_transfer
1656,273,2024-09-04,completed,,credit_card
1657,492,2024-09-04,completed,,credit_card
1658,875,2024-09-04,completed,10,credit_card
1659,896,2024-09-04,completed,15,promptpay
1660,974,2024-09-04,completed,,promptpay
1661,993,2024-09-04,completed,,credit_card
1662,1027,2024-09-04,completed,,credit_card
1663,351,2024-09-05,cancelled,,promptpay
1664,711,2024-09-05,completed,,promptpay
1665,860,2024-09-05,completed,10,credit_card
1666,872,2024-09-05,completed,,promptpay
1667,958,2024-09-05,returned,,credit_card
1668,981,2024-09-05,returned,,promptpay
1669,992,2024-09-05,completed,,promptpay
1670,1013,2024-09-05,completed,,bank_transfer
1671,1029,2024-09-05,completed,,cod
1672,1033,2024-09-05,cancelled,10,promptpay
1673,88,2024-09-06,completed,10,cod
1674,243,2024-09-06,completed,,credit_card
1675,268,2024-09-06,completed,,cod
1676,468,2024-09-06,completed,,promptpay
1677,831,2024-09-06,completed,5,bank_transfer
1678,995,2024-09-06,completed,,promptpay
1679,1009,2024-09-06,completed,,cod
1680,1021,2024-09-06,cancelled,,promptpay
1681,1045,2024-09-06,completed,,credit_card
1682,662,2024-09-07,completed,,cod
1683,675,2024-09-07,completed,5,credit_card
1684,783,2024-09-07,completed,,credit_card
1685,882,2024-09-07,completed,,promptpay
1686,887,2024-09-07,completed,10,promptpay
1687,970,2024-09-07,completed,,credit_card
1688,980,2024-09-07,completed,,credit_card
1689,990,2024-09-07,completed,,bank_transfer
1690,1004,2024-09-07,completed,,promptpay
1691,1030,2024-09-07,completed,,credit_card
1692,1044,2024-09-07,completed,,credit_card
1693,336,2024-09-08,completed,,promptpay
1694,787,2024-09-08,completed,,credit_card
1695,799,2024-09-08,cancelled,,cod
1696,856,2024-09-08,completed,,cod
1697,936,2024-09-08,completed,,cod
1698,989,2024-09-08,completed,,cod
1699,1014,2024-09-08,completed,,promptpay
1700,460,2024-09-09,completed,5,promptpay
1701,606,2024-09-09,completed,10,credit_card
1702,730,2024-09-09,completed,,cod
1703,760,2024-09-09,completed,5,cod
1704,998,2024-09-09,completed,,promptpay
1705,1020,2024-09-09,completed,,credit_card
1706,1035,2024-09-09,returned,,promptpay
1707,1037,2024-09-09,completed,5,cod
1708,1041,2024-09-09,completed,,promptpay
1709,1042,2024-09-09,completed,,promptpay
1710,295,2024-09-10,completed,,promptpay
1711,374,2024-09-10,completed,,promptpay
1712,482,2024-09-10,completed,,credit_card
1713,823,2024-09-10,returned,,cod
1714,847,2024-09-10,completed,,credit_card
1715,974,2024-09-10,completed,,promptpay
1716,1007,2024-09-10,completed,,promptpay
1717,1031,2024-09-10,cancelled,10,promptpay
1718,1035,2024-09-10,completed,,promptpay
1719,1055,2024-09-10,completed,,credit_card
1720,404,2024-09-11,completed,,promptpay
1721,630,2024-09-11,completed,5,promptpay
1722,775,2024-09-11,completed,,promptpay
1723,871,2024-09-11,completed,,promptpay
1724,1010,2024-09-11,completed,5,credit_card
1725,1017,2024-09-11,completed,,credit_card
1726,1022,2024-09-11,completed,5,credit_card
1727,1024,2024-09-11,cancelled,,cod
1728,1026,2024-09-11,completed,5,promptpay
1729,1050,2024-09-11,completed,,credit_card
1730,1071,2024-09-11,completed,,cod
1731,537,2024-09-12,completed,,cod
1732,546,2024-09-12,completed,,promptpay
1733,1016,2024-09-12,completed,,promptpay
1734,1025,2024-09-12,completed,,promptpay
1735,1034,2024-09-12,completed,,bank_transfer
1736,1038,2024-09-12,completed,,cod
1737,1046,2024-09-12,completed,,promptpay
1738,248,2024-09-13,returned,15,cod
1739,710,2024-09-13,completed,,cod
1740,942,2024-09-13,returned,5,cod
1741,1019,2024-09-13,completed,,credit_card
1742,1025,2024-09-13,completed,20,promptpay
1743,1044,2024-09-13,completed,10,promptpay
1744,1060,2024-09-13,completed,,credit_card
1745,1072,2024-09-13,completed,10,cod
1746,336,2024-09-14,completed,,credit_card
1747,538,2024-09-14,completed,,credit_card
1748,563,2024-09-14,completed,,cod
1749,693,2024-09-14,completed,,credit_card
1750,736,2024-09-14,completed,,credit_card
1751,741,2024-09-14,completed,,credit_card
1752,775,2024-09-14,completed,,credit_card
1753,966,2024-09-14,cancelled,,credit_card
1754,1018,2024-09-14,completed,15,credit_card
1755,1033,2024-09-14,completed,,promptpay
1756,1061,2024-09-14,completed,,promptpay
1757,554,2024-09-15,completed,,promptpay
1758,736,2024-09-15,completed,,credit_card
1759,739,2024-09-15,completed,,credit_card
1760,898,2024-09-15,completed,,bank_transfer
1761,1026,2024-09-15,completed,10,credit_card
1762,1040,2024-09-15,completed,5,credit_card
1763,1048,2024-09-15,completed,,credit_card
1764,1087,2024-09-15,completed,,credit_card
1765,245,2024-09-16,completed,5,credit_card
1766,253,2024-09-16,completed,,credit_card
1767,600,2024-09-16,completed,,promptpay
1768,736,2024-09-16,completed,,credit_card
1769,1032,2024-09-16,completed,,cod
1770,1036,2024-09-16,completed,,cod
1771,1086,2024-09-16,completed,,promptpay
1772,1098,2024-09-16,completed,,promptpay
1773,854,2024-09-17,completed,,promptpay
1774,956,2024-09-17,completed,5,promptpay
1775,1054,2024-09-17,completed,,bank_transfer
1776,1068,2024-09-17,completed,10,credit_card
1777,1088,2024-09-17,completed,,cod
1778,1108,2024-09-17,completed,,cod
1779,428,2024-09-18,completed,15,cod
1780,945,2024-09-18,completed,,promptpay
1781,950,2024-09-18,cancelled,,promptpay
1782,971,2024-09-18,returned,,promptpay
1783,1039,2024-09-18,completed,,cod
1784,1043,2024-09-18,completed,10,credit_card
1785,1045,2024-09-18,completed,5,credit_card
1786,1074,2024-09-18,completed,,promptpay
1787,1076,2024-09-18,completed,10,cod
1788,245,2024-09-19,completed,,promptpay
1789,606,2024-09-19,completed,,cod
1790,713,2024-09-19,completed,,credit_card
1791,925,2024-09-19,completed,10,cod
1792,1009,2024-09-19,completed,,promptpay
1793,1048,2024-09-19,completed,,credit_card
1794,1065,2024-09-19,completed,,credit_card
1795,1069,2024-09-19,returned,,promptpay
1796,1087,2024-09-19,completed,,cod
1797,1092,2024-09-19,completed,,promptpay
1798,180,2024-09-20,returned,5,cod
1799,693,2024-09-20,completed,5,cod
1800,776,2024-09-20,completed,,credit_card
1801,878,2024-09-20,completed,,bank_transfer
1802,936,2024-09-20,completed,5,bank_transfer
1803,953,2024-09-20,completed,,cod
1804,973,2024-09-20,completed,,promptpay
1805,1051,2024-09-20,completed,,promptpay
1806,1056,2024-09-20,completed,5,credit_card
1807,1059,2024-09-20,completed,,bank_transfer
1808,1070,2024-09-20,completed,,bank_transfer
1809,1085,2024-09-20,completed,,credit_card
1810,1090,2024-09-20,completed,,bank_transfer
1811,1105,2024-09-20,completed,5,bank_transfer
1812,1111,2024-09-20,completed,,promptpay
1813,401,2024-09-21,completed,,credit_card
1814,520,2024-09-21,completed,,promptpay
1815,705,2024-09-21,completed,,promptpay
1816,898,2024-09-21,completed,5,bank_transfer
1817,972,2024-09-21,completed,,credit_card
1818,1046,2024-09-21,completed,10,credit_card
1819,1057,2024-09-21,completed,,promptpay
1820,1064,2024-09-21,completed,,cod
1821,1080,2024-09-21,completed,,promptpay
1822,1115,2024-09-21,completed,10,credit_card
1823,252,2024-09-22,completed,10,credit_card
1824,291,2024-09-22,completed,,credit_card
1825,621,2024-09-22,completed,,promptpay
1826,691,2024-09-22,cancelled,,credit_card
1827,951,2024-09-22,completed,5,promptpay
1828,1030,2024-09-22,completed,,credit_card
1829,1040,2024-09-22,completed,,promptpay
1830,1067,2024-09-22,completed,,cod
1831,1084,2024-09-22,completed,,bank_transfer
1832,181,2024-09-23,completed,,bank_transfer
1833,669,2024-09-23,completed,,bank_transfer
1834,903,2024-09-23,completed,,credit_card
1835,1005,2024-09-23,completed,,credit_card
1836,1059,2024-09-23,completed,,promptpay
1837,1073,2024-09-23,completed,,promptpay
1838,1109,2024-09-23,completed,,promptpay
1839,1121,2024-09-23,completed,20,credit_card
1840,1126,2024-09-23,completed,,cod
1841,28,2024-09-24,completed,,credit_card
1842,121,2024-09-24,completed,5,promptpay
1843,341,2024-09-24,cancelled,,credit_card
1844,372,2024-09-24,completed,,credit_card
1845,565,2024-09-24,completed,,promptpay
1846,752,2024-09-24,returned,,cod
1847,1027,2024-09-24,cancelled,,promptpay
1848,1062,2024-09-24,completed,,credit_card
1849,1063,2024-09-24,completed,15,credit_card
1850,1075,2024-09-24,completed,,cod
1851,1079,2024-09-24,completed,,cod
1852,1082,2024-09-24,completed,,credit_card
1853,1107,2024-09-24,completed,,cod
1854,374,2024-09-25,completed,5,cod
1855,577,2024-09-25,completed,,promptpay
1856,768,2024-09-25,completed,,promptpay
1857,796,2024-09-25,completed,10,promptpay
1858,909,2024-09-25,returned,,credit_card
1859,1032,2024-09-25,completed,,cod
1860,1065,2024-09-25,completed,10,promptpay
1861,1077,2024-09-25,completed,,promptpay
1862,1078,2024-09-25,completed,,credit_card
1863,1103,2024-09-25,completed,,promptpay
1864,1117,2024-09-25,completed,,cod
1865,1122,2024-09-25,returned,,promptpay
1866,483,2024-09-26,completed,15,credit_card
1867,538,2024-09-26,completed,,credit_card
1868,587,2024-09-26,completed,10,promptpay
1869,710,2024-09-26,completed,,promptpay
1870,972,2024-09-26,completed,,promptpay
1871,1056,2024-09-26,completed,,credit_card
1872,1089,2024-09-26,completed,,promptpay
1873,1093,2024-09-26,completed,,promptpay
1874,1112,2024-09-26,completed,,credit_card
1875,407,2024-09-27,completed,,cod
1876,771,2024-09-27,completed,20,credit_card
1877,778,2024-09-27,completed,,credit_card
1878,826,2024-09-27,completed,,credit_card
1879,874,2024-09-27,completed,,cod
1880,971,2024-09-27,completed,,promptpay
1881,1004,2024-09-27,completed,,credit_card
1882,1083,2024-09-27,returned,,cod
1883,1094,2024-09-27,completed,5,bank_transfer
1884,1102,2024-09-27,completed,5,promptpay
1885,248,2024-09-28,cancelled,,credit_card
1886,486,2024-09-28,completed,,credit_card
1887,742,2024-09-28,completed,,bank_transfer
1888,791,2024-09-28,completed,,cod
1889,806,2024-09-28,cancelled,5,cod
1890,939,2024-09-28,completed,,credit_card
1891,1070,2024-09-28,completed,,credit_card
1892,1091,2024-09-28,completed,,promptpay
1893,1156,2024-09-28,completed,10,credit_card
1894,819,2024-09-29,completed,,credit_card
1895,977,2024-09-29,returned,,credit_card
1896,1101,2024-09-29,completed,,promptpay
1897,1113,2024-09-29,completed,,credit_card
1898,1145,2024-09-29,completed,20,credit_card
1899,962,2024-09-30,completed,,credit_card
1900,1057,2024-09-30,completed,,credit_card
1901,1091,2024-09-30,completed,15,credit_card
1902,1096,2024-09-30,completed,,cod
1903,1097,2024-09-30,completed,,promptpay
1904,1106,2024-09-30,completed,,credit_card
1905,1110,2024-09-30,completed,,promptpay
1906,142,2024-10-01,completed,,credit_card
1907,388,2024-10-01,completed,,promptpay
1908,971,2024-10-01,completed,,promptpay
1909,1102,2024-10-01,completed,5,credit_card
1910,1123,2024-10-01,completed,,cod
1911,1128,2024-10-01,completed,,promptpay
1912,1155,2024-10-01,completed,,promptpay
1913,1159,2024-10-01,completed,,credit_card
1914,545,2024-10-02,completed,,promptpay
1915,565,2024-10-02,cancelled,,promptpay
1916,894,2024-10-02,completed,5,promptpay
1917,992,2024-10-02,completed,,credit_card
1918,1011,2024-10-02,completed,,promptpay
1919,1048,2024-10-02,completed,,promptpay
1920,1114,2024-10-02,returned,,bank_transfer
1921,1122,2024-10-02,completed,,credit_card
1922,1129,2024-10-02,completed,,credit_card
1923,1142,2024-10-02,completed,5,promptpay
1924,1149,2024-10-02,completed,,promptpay
1925,1161,2024-10-02,returned,,credit_card
1926,1166,2024-10-02,cancelled,,credit_card
1927,404,2024-10-03,completed,10,promptpay
1928,538,2024-10-03,completed,15,promptpay
1929,618,2024-10-03,completed,,credit_card
1930,747,2024-10-03,completed,,cod
1931,872,2024-10-03,completed,5,promptpay
1932,999,2024-10-03,completed,,promptpay
1933,1120,2024-10-03,cancelled,,promptpay
1934,1136,2024-10-03,completed,15,promptpay
1935,713,2024-10-04,completed,,cod
1936,1087,2024-10-04,completed,5,cod
1937,1116,2024-10-04,completed,,bank_transfer
1938,1118,2024-10-04,completed,,promptpay
1939,1124,2024-10-04,completed,,credit_card
1940,1143,2024-10-04,completed,,promptpay
1941,1163,2024-10-04,completed,,credit_card
1942,227,2024-10-05,completed,5,credit_card
1943,376,2024-10-05,completed,,credit_card
1944,547,2024-10-05,completed,5,credit_card
1945,620,2024-10-05,completed,,credit_card
1946,657,2024-10-05,completed,,promptpay
1947,1130,2024-10-05,completed,,promptpay
1948,1147,2024-10-05,completed,10,cod
1949,1162,2024-10-05,completed,,cod
1950,407,2024-10-06,completed,10,bank_transfer
1951,627,2024-10-06,completed,,promptpay
1952,791,2024-10-06,completed,5,credit_card
1953,945,2024-10-06,returned,,cod
1954,1059,2024-10-06,completed,,credit_card
1955,1125,2024-10-06,completed,,credit_card
1956,1131,2024-10-06,completed,,cod
1957,1137,2024-10-06,completed,,promptpay
1958,1152,2024-10-06,completed,15,cod
1959,1176,2024-10-06,returned,10,promptpay
1960,1177,2024-10-06,completed,10,credit_card
1961,145,2024-10-07,completed,,cod
1962,247,2024-10-07,completed,5,bank_transfer
1963,377,2024-10-07,completed,,credit_card
1964,694,2024-10-07,completed,,bank_transfer
1965,727,2024-10-07,completed,,credit_card
1966,1167,2024-10-07,completed,,promptpay
1967,1170,2024-10-07,completed,,promptpay
1968,241,2024-10-08,completed,,credit_card
1969,546,2024-10-08,completed,,credit_card
1970,578,2024-10-08,completed,,credit_card
1971,903,2024-10-08,completed,,bank_transfer
1972,962,2024-10-08,completed,5,cod
1973,1031,2024-10-08,completed,,promptpay
1974,1068,2024-10-08,completed,,credit_card
1975,1079,2024-10-08,completed,,credit_card
1976,1133,2024-10-08,completed,10,credit_card
1977,1141,2024-10-08,completed,,cod
1978,1150,2024-10-08,returned,,promptpay
1979,1154,2024-10-08,cancelled,,promptpay
1980,372,2024-10-09,completed,,bank_transfer
1981,471,2024-10-09,completed,10,promptpay
1982,639,2024-10-09,completed,5,promptpay
1983,771,2024-10-09,completed,5,promptpay
1984,922,2024-10-09,completed,,promptpay
1985,947,2024-10-09,cancelled,10,cod
1986,1030,2024-10-09,completed,,promptpay
1987,1125,2024-10-09,completed,,credit_card
1988,1130,2024-10-09,completed,,credit_card
1989,1169,2024-10-09,completed,5,cod
1990,1182,2024-10-09,completed,,credit_card
1991,1185,2024-10-09,completed,,promptpay
1992,1187,2024-10-09,completed,,cod
1993,623,2024-10-10,completed,,cod
1994,729,2024-10-10,completed,15,credit_card
1995,1048,2024-10-10,completed,,credit_card
1996,1124,2024-10-10,completed,,cod
1997,1144,2024-10-10,completed,,promptpay
1998,1160,2024-10-10,completed,5,credit_card
1999,1164,2024-10-10,completed,,credit_card
2000,1165,2024-10-10,completed,5,credit_card
2001,768,2024-10-11,completed,,promptpay
2002,942,2024-10-11,completed,,cod
2003,1072,2024-10-11,completed,,promptpay
2004,1146,2024-10-11,completed,15,promptpay
2005,1153,2024-10-11,completed,10,credit_card
2006,1155,2024-10-11,completed,10,promptpay
2007,1179,2024-10-11,completed,5,promptpay
2008,1191,2024-10-11,completed,,bank_transfer
2009,1202,2024-10-11,returned,,promptpay
2010,649,2024-10-12,completed,10,cod
2011,894,2024-10-12,completed,,promptpay
2012,1033,2024-10-12,completed,,credit_card
2013,1110,2024-10-12,completed,,promptpay
2014,1131,2024-10-12,completed,,promptpay
2015,1157,2024-10-12,completed,10,bank_transfer
2016,1158,2024-10-12,completed,,promptpay
2017,1168,2024-10-12,completed,,credit_card
2018,1173,2024-10-12,completed,,credit_card
2019,1183,2024-10-12,completed,,credit_card
2020,1191,2024-10-12,completed,,promptpay
2021,1197,2024-10-12,completed,,cod
2022,778,2024-10-13,completed,,promptpay
2023,1018,2024-10-13,completed,10,credit_card
2024,1077,2024-10-13,completed,,credit_card
2025,1124,2024-10-13,completed,,bank_transfer
2026,1171,2024-10-13,completed,5,promptpay
2027,1181,2024-10-13,completed,,cod
2028,1186,2024-10-13,completed,,promptpay
2029,121,2024-10-14,completed,5,credit_card
2030,245,2024-10-14,completed,,credit_card
2031,264,2024-10-14,completed,5,credit_card
2032,605,2024-10-14,completed,,credit_card
2033,1026,2024-10-14,completed,,cod
2034,1195,2024-10-14,completed,20,bank_transfer
2035,1206,2024-10-14,completed,,credit_card
2036,1216,2024-10-14,completed,,credit_card
2037,1022,2024-10-15,completed,20,promptpay
2038,1180,2024-10-15,completed,,promptpay
2039,1184,2024-10-15,completed,5,promptpay
2040,1217,2024-10-15,completed,5,promptpay
2041,537,2024-10-16,completed,,cod
2042,662,2024-10-16,completed,5,cod
2043,873,2024-10-16,completed,,bank_transfer
2044,1043,2024-10-16,completed,10,credit_card
2045,1172,2024-10-16,completed,20,promptpay
2046,1212,2024-10-16,completed,,promptpay
2047,319,2024-10-17,returned,,cod
2048,1098,2024-10-17,completed,10,promptpay
2049,1130,2024-10-17,completed,,credit_card
2050,1208,2024-10-17,completed,,cod
2051,1220,2024-10-17,completed,,credit_card
2052,401,2024-10-18,completed,,promptpay
2053,637,2024-10-18,completed,,credit_card
2054,737,2024-10-18,completed,,promptpay
2055,753,2024-10-18,completed,,credit_card
2056,806,2024-10-18,completed,,promptpay
2057,1175,2024-10-18,completed,,bank_transfer
2058,1198,2024-10-18,completed,5,credit_card
2059,1203,2024-10-18,completed,,credit_card
2060,1210,2024-10-18,completed,,bank_transfer
2061,1215,2024-10-18,completed,,cod
2062,1230,2024-10-18,completed,,credit_card
2063,103,2024-10-19,returned,10,bank_transfer
2064,363,2024-10-19,completed,,credit_card
2065,1157,2024-10-19,completed,,promptpay
2066,1168,2024-10-19,completed,5,promptpay
2067,1178,2024-10-19,completed,10,credit_card
2068,1188,2024-10-19,completed,5,credit_card
